-1.31001959285,-1.33916522782,-0.796136028913,-1.17656326431,-1.05844674364,-1.08605839782,-0.748582624488
-2.78264114922,-1.34376717019,-0.793068067337,-1.18116520667,-1.06458266679,-1.08605839782,-0.750116605276
-2.78417513001,-1.49256330661,-0.793068067337,-1.18269918746,-1.07071858994,-1.09066034019,-0.750116605276
-2.78417513001,-1.49256330661,-1.10600014807,-1.18269918746,-1.07225257073,-1.09066034019,-0.750116605276
-2.7857091108,-1.49869922976,-1.10753412885,-1.18116520667,-1.73033032874,-1.09679626334,-0.750116605276
-2.79644697632,-1.49869922976,-1.10600014807,-1.85918471492,-1.73033032874,-1.09833024413,-0.748582624488
-2.79337901474,-1.49869922976,-1.113670052,-0.765456413155,-1.73033032874,-1.09833024413,-0.750116605276
-2.79337901474,-1.50023321055,-1.11520403279,-0.763922432367,-1.73033032874,-1.92667986958,-0.748582624488
-2.79337901474,-1.49869922976,-1.11520403279,-0.763922432367,-1.72726236716,-0.66728164273,-0.748582624488
-2.79337901474,-1.49716524898,-1.11520403279,-0.763922432367,-1.72726236716,-0.665747661942,-2.09541775625
-2.79337901474,-1.49869922976,-1.11520403279,-0.763922432367,-1.72572838637,-0.665747661942,0.32673790782
